user_id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,sessions,total_time_min,user_group,satisfaction_rating
user_03586,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,5,252.01,casual,
user_03587,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,17,195.06,casual,
user_03588,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,12,277.08,disinterested,5.0
user_03589,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,10,285.56,disinterested,
user_03590,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,2,283.09,professional,
user_03591,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,8,48.73,professional,
user_03592,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,19,287.46,casual,
user_03593,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,16,229.58,casual,
user_03594,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,7,182.5,casual,
user_03595,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,3,87.88,casual,
user_03596,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,216.42,casual,
user_03597,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,15,294.99,casual,
user_03598,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,17,279.17,disinterested,
user_03599,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,5,145.03,disinterested,
user_03600,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,13,12.63,casual,
user_03601,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,7,30.62,casual,
user_03602,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,2,206.31,disinterested,
user_03603,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,11,270.23,casual,
user_03604,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,3,288.51,disinterested,
user_03605,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,4,38.33,casual,
user_03606,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,18,64.79,professional,
user_03607,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,2,213.72,disinterested,
user_03608,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,14,61.0,professional,
user_03609,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,2,288.15,casual,
user_03610,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,17,259.07,professional,
user_03611,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,18,286.58,casual,
user_03612,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,6,246.66,casual,
user_03613,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,16,81.88,casual,
user_03614,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,3,281.9,professional,
user_03615,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,2,137.79,casual,
user_03616,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,12,207.28,casual,
user_03617,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,8,151.84,casual,
user_03618,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,182.46,disinterested,
user_03619,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,3,143.6,professional,
user_03620,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,8,248.5,professional,
user_03621,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,6,198.08,disinterested,
user_03622,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,4,216.99,professional,
user_03623,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,8,157.68,casual,
user_03624,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,8,225.55,disinterested,
user_03625,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,15,133.84,professional,
user_03626,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,15,232.75,casual,
user_03627,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,14,256.23,casual,
user_03628,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,4,259.54,casual,5.0
user_03629,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,17,289.35,casual,
user_03630,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,11,33.54,casual,
user_03631,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,15,19.54,casual,
user_03632,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,7,79.35,professional,
user_03633,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,10,210.27,professional,
user_03634,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,13,188.85,professional,
user_03635,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,10.48,professional,
user_03636,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,8,298.88,professional,
user_03637,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,7,152.05,casual,
user_03638,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,4,223.72,disinterested,
user_03639,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,15,180.17,casual,
user_03640,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,15,95.42,professional,
user_03641,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,15,241.13,casual,
user_03642,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,232.8,professional,
user_03643,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,18,199.79,professional,
user_03644,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,6,196.51,professional,
user_03645,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,16,229.55,casual,
user_03646,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,15,21.24,casual,
user_03647,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,12,13.2,professional,
user_03648,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,219.15,professional,
user_03649,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,19,243.77,disinterested,
user_03650,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,3,290.58,casual,
user_03651,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,5,37.0,professional,
user_03652,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,73.86,disinterested,
user_03653,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,9,262.64,professional,
user_03654,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,3,227.86,casual,
user_03655,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,3,242.45,professional,5.0
user_03656,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,18,116.64,disinterested,
user_03657,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,4,260.18,casual,
user_03658,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,182.01,professional,
user_03659,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,14,244.87,casual,
user_03660,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,3,210.34,professional,1.0
user_03661,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,10,74.4,professional,
user_03662,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,18,231.6,professional,
user_03663,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,9,31.46,professional,
user_03664,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,7,277.88,professional,
user_03665,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,10,189.77,disinterested,
user_03666,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,16,249.34,disinterested,3.0
user_03667,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,14,228.75,professional,
user_03668,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,17,240.21,professional,
user_03669,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,17,92.36,professional,
user_03670,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,19,265.39,professional,
user_03671,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,6,36.35,disinterested,
user_03672,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,3,210.03,casual,
user_03673,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,17,212.14,professional,
user_03674,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,9,260.34,disinterested,
user_03675,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,3,146.73,disinterested,
user_03676,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,2,31.09,professional,
user_03677,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,15,97.29,professional,
user_03678,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,6,53.69,professional,
user_03679,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,13,109.4,casual,
user_03680,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,8,215.9,professional,
user_03681,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,10,169.58,casual,
user_03682,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,10,34.9,casual,
user_03683,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,10,9.86,professional,
user_03684,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,10,195.3,professional,
user_03685,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,4,159.29,casual,
user_03686,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,8,148.72,casual,
user_03687,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,3,201.1,casual,
user_03688,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,4,116.25,casual,
user_03689,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,16,205.35,casual,
user_03690,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,19,166.31,casual,
user_03691,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,5,138.15,professional,
user_03692,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,147.75,casual,
user_03693,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,11,25.94,casual,
user_03694,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,19,214.79,casual,
user_03695,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,16,224.79,casual,
user_03696,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,17,35.46,professional,
user_03697,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,12,129.18,disinterested,
user_03698,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,5,245.45,disinterested,
user_03699,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,6,143.01,disinterested,
user_03700,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,7,76.34,casual,
user_03701,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,6,108.44,casual,
user_03702,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,5,171.62,casual,
user_03703,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,2,90.92,casual,
user_03704,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,19,31.52,casual,
user_03705,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,5,221.95,professional,
user_03706,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,15,53.81,casual,
user_03707,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,16,48.71,professional,
user_03708,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,17,153.05,professional,
user_03709,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,5,210.26,disinterested,
user_03710,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,15,119.53,casual,
user_03711,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,12,263.75,casual,
user_03712,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,17,45.35,professional,
user_03713,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,3,112.94,casual,
user_03714,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,2,262.66,professional,5.0
user_03715,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,12,124.16,professional,
user_03716,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,3,38.09,disinterested,
user_03717,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,7,75.84,casual,
user_03718,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,6,73.53,professional,
user_03719,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,19,66.98,professional,
user_03720,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,19,77.2,professional,
user_03721,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,6,242.15,professional,
user_03722,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,5,37.29,disinterested,
user_03723,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,18,135.87,professional,
user_03724,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,19,112.47,professional,
user_03725,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,18,73.62,casual,
user_03726,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,2,101.93,disinterested,
user_03727,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,6,183.46,disinterested,
user_03728,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,15,43.86,casual,
user_03729,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,5,96.46,disinterested,
user_03730,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,9,162.35,casual,
user_03731,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,11,289.08,disinterested,
user_03732,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,19,32.08,casual,
user_03733,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,10,122.58,professional,
user_03734,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,7,179.85,casual,
user_03735,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,17,150.43,disinterested,
user_03736,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,9,299.83,professional,
user_03737,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,2,153.3,professional,
user_03738,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,7,267.84,disinterested,
user_03739,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,12,109.32,casual,
user_03740,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,3,217.13,casual,
user_03741,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,8,205.5,professional,
user_03742,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,6,265.64,casual,
user_03743,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,3,110.98,disinterested,
user_03744,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,212.43,casual,
user_03745,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,102.88,disinterested,
user_03746,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,2,193.21,casual,
user_03747,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,10,133.38,casual,
user_03748,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,16,26.91,casual,
user_03749,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,16,147.45,casual,
user_03750,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,165.77,casual,
user_03751,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,3,125.93,casual,
user_03752,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,17,293.04,casual,
user_03753,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12,297.28,professional,
user_03754,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,18,150.12,casual,
user_03755,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,7,71.32,casual,
user_03756,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,17,111.24,disinterested,
user_03757,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,18,164.41,casual,
user_03758,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,8,34.46,professional,
user_03759,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,4,98.3,professional,
user_03760,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,9,123.95,casual,
user_03761,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,14,76.03,disinterested,
user_03762,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,10,222.06,disinterested,
user_03763,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,15,280.23,casual,
user_03764,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,2,117.65,professional,
user_03765,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,8,145.64,disinterested,
user_03766,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,19,228.53,disinterested,
user_03767,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,10,159.06,professional,
user_03768,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,13,113.25,professional,
user_03769,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,79.79,professional,
user_03770,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,13,33.89,disinterested,
user_03771,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,135.35,casual,4.0
user_03772,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,14,74.18,professional,
user_03773,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,15,74.56,professional,
user_03774,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,14,234.77,casual,
user_03775,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,12,176.81,casual,
user_03776,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,7,89.49,casual,
user_03777,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,11,21.3,casual,
user_03778,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,10,146.14,professional,
user_03779,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,4,184.99,professional,
user_03780,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,7,48.03,disinterested,
user_03781,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,13,125.49,disinterested,
user_03782,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,9,58.54,disinterested,
user_03783,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,83.54,professional,
user_03784,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,11,67.62,casual,
user_03785,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,3,37.37,casual,
user_03786,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,9,27.57,disinterested,
user_03787,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,16,265.58,casual,
user_03788,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,11,78.14,professional,
user_03789,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,13,137.71,casual,
user_03790,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,5,82.93,professional,
user_03791,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,10,223.97,casual,4.0
user_03792,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,12,286.37,casual,
user_03793,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,14,291.11,professional,
user_03794,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,18,115.41,casual,
user_03795,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,12,282.62,casual,
user_03796,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,13,123.58,casual,
user_03797,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,12,40.52,professional,
user_03798,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,17,201.29,casual,
user_03799,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,5,12.03,casual,
user_03800,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,16,21.99,casual,
user_03801,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,2,273.38,casual,
user_03802,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,8,72.66,casual,
user_03803,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,8,110.6,casual,
user_03804,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,8,150.44,casual,
user_03805,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,10,60.49,professional,
user_03806,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,7,66.02,casual,
user_03807,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,15,289.83,professional,
user_03808,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,4,67.64,professional,
user_03809,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,2,125.01,casual,
user_03810,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,9,5.23,casual,
user_03811,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,12,240.96,professional,
user_03812,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,8,115.5,professional,
user_03813,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,2,216.87,disinterested,
user_03814,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,5,64.43,professional,
user_03815,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,4,92.3,casual,
user_03816,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,4,17.52,disinterested,
user_03817,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,19,271.48,professional,
user_03818,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,9,242.85,disinterested,
user_03819,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,2,220.98,casual,
user_03820,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,8,97.87,casual,
user_03821,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,12,286.58,casual,
user_03822,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,2,163.59,disinterested,
user_03823,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,10,237.17,casual,
user_03824,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,2,233.5,casual,
user_03825,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,203.49,professional,
user_03826,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,5,223.47,disinterested,
user_03827,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,6,38.61,professional,
user_03828,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,13,187.69,professional,
user_03829,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,17,77.51,casual,
user_03830,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,11,290.45,casual,
user_03831,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,10,226.86,disinterested,
user_03832,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,12,138.02,professional,
user_03833,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,17,20.63,casual,
user_03834,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,113.5,professional,
user_03835,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,9,128.8,disinterested,
user_03836,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,5,51.13,professional,
user_03837,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,19,215.47,disinterested,
user_03838,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,2,131.81,casual,
user_03839,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,10,264.27,disinterested,
user_03840,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,7,218.62,casual,
user_03841,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,3,272.67,casual,
user_03842,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,19,283.45,professional,
user_03843,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,9,15.02,disinterested,
user_03844,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,9,34.4,casual,
user_03845,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,10,144.8,casual,
user_03846,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,62.01,professional,
user_03847,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,17,283.01,disinterested,
user_03848,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,18,191.05,casual,
user_03849,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,5,9.61,casual,
user_03850,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,13,71.06,disinterested,
user_03851,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,13,77.85,disinterested,
user_03852,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,12,144.89,casual,
user_03853,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,14,296.75,casual,
user_03854,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,9,107.96,disinterested,
